threshold,tp,fp,fn,tn,sensitivity,specificity,ppv,npv,f1_positive,accuracy,balanced_accuracy,youden_j,referral_rate,cost_fn1x,cost_fn5x,cost_fn10x,cost_fn20x
0.51,737,1299,1140,3042,0.39264784230154504,0.7007601935038009,0.3619842829076621,0.727403156384505,0.376693074367493,0.6077516886458668,0.546704017902673,0.09340803580534596,0.3274364747507237,39.22483113541332,112.56030878095851,204.22965583789,387.56834995175296
0.52,710,1202,1167,3139,0.3782631859350027,0.723105275282193,0.3713389121338912,0.7289828146771946,0.3747690683557667,0.6190093277581216,0.5506842306085978,0.10136846121719567,0.30749437118044387,38.09906722418784,113.17143776133805,207.0119009327758,394.6928272756513
0.53,674,1112,1203,3229,0.3590836441129462,0.7438378253858557,0.37737961926091823,0.7285649819494585,0.36800436800436803,0.6276937922161466,0.5514607347494009,0.10292146949880188,0.28723062077838535,37.23062077838533,114.61884850434224,211.35413316178835,404.8247024766806
0.54,641,1047,1236,3294,0.34150239744272776,0.7588113337940566,0.379739336492891,0.7271523178807947,0.35960729312762973,0.632840141524606,0.5501568656183922,0.10031373123678433,0.2714699260212287,36.7159858475394,116.22708266323576,215.61595368285623,414.39369572209716
0.55,601,945,1276,3396,0.32019179541822057,0.7823082239115411,0.388745148771022,0.7268835616438356,0.3511539585159217,0.6428111933097459,0.5512500096648808,0.1025000193297616,0.24863300096494048,35.71888066902541,117.80315213895143,220.40849147635896,425.619170151174
0.56,574,861,1303,3480,0.3058071390516782,0.801658604008293,0.4,0.7275768346226218,0.3466183574879227,0.6519781280154391,0.5537328715299856,0.10746574305997125,0.23078160180122226,34.802187198456096,118.62335155998713,223.39980701190095,432.95271791572856
0.57,551,789,1326,3552,0.29355354288758656,0.8182446440912232,0.41119402985074627,0.7281672816728167,0.34255517562946847,0.6598584753940173,0.5558990934894049,0.11179818697880983,0.2155033772917337,34.01415246059826,119.31489224831135,225.94081698295273,439.19266645223547
0.58,517,732,1360,3609,0.27543953116675546,0.8313752591568763,0.41393114491593275,0.7263030790903602,0.3307741522712732,0.6635574139594725,0.5534073951618159,0.10681479032363184,0.2008684464458025,33.64425860405275,121.13219684786105,230.49211965262143,449.21196526214214
0.59,485,667,1392,3674,0.2583910495471497,0.8463487675650772,0.4210069444444444,0.7252270035530991,0.32023770221195114,0.6688645866838212,0.5523699085561135,0.10473981711222691,0.18526857510453523,33.11354133161788,122.6600192988099,234.59311675779995,458.45931167578
0.6,461,609,1416,3732,0.2456046883324454,0.8597097442985487,0.4308411214953271,0.7249417249417249,0.3128605361384459,0.6743325828240592,0.552657216315497,0.10531443263099405,0.17208105500160822,32.566741717594084,123.6571244773239,237.52010292698617,465.2460598263107
0.61,440,549,1437,3792,0.23441662226957913,0.8735314443676572,0.4448938321536906,0.7251864601262191,0.30704815073272856,0.680604696043744,0.5539740333186182,0.10794806663723633,0.1590543583145706,31.939530395625603,124.38082984882598,239.93245416532648,471.03570279832746
0.62,408,482,1469,3859,0.21736814064997337,0.888965676111495,0.4584269662921348,0.7242867867867868,0.2949042284062161,0.6862335155998713,0.5531669083807342,0.10633381676146847,0.1431328401415246,31.376648440012865,125.87648761659698,244.00128658732712,480.25088452878737
0.63,389,425,1488,3916,0.20724560468833245,0.9020962911771481,0.47788697788697787,0.7246484085862325,0.28911185432924563,0.6923448054036667,0.5546709479327403,0.1093418958654806,0.13091026053393373,30.76551945963332,126.48761659697652,246.1402380186555,485.4454808620135
0.64,360,390,1517,3951,0.19179541822056473,0.9101589495507948,0.48,0.7225676664228237,0.27407689379520367,0.6933097458990028,0.5509771838856797,0.10195436777135947,0.12061756191701511,30.66902541009971,128.2566741717594,250.24123512383403,494.21035702798326
0.65,336,358,1541,3983,0.17900905700586042,0.9175305229209859,0.484149855907781,0.7210354815351194,0.2613768961493582,0.6945963332261177,0.5482697899634231,0.09653957992684625,0.11161145062721133,30.540366677388228,129.67192023158572,253.58636217433258,501.4152460598263
0.66,321,323,1556,4018,0.17101758124667021,0.9255931812946325,0.4984472049689441,0.7208467886616433,0.25466084886949625,0.6978128015439048,0.5483053812706513,0.09661076254130263,0.10357027983274365,30.21871984560952,130.31521389514313,255.43583145706015,505.6770665808942
0.67,298,282,1579,4059,0.15876398508257858,0.93503800967519,0.5137931034482759,0.7199361475700603,0.24257224257224258,0.7007076230299132,0.5469009973788843,0.09380199475776863,0.09327758121582502,29.929237697008684,131.50530717272434,258.47539401736896,512.4155677066581
0.68,283,233,1594,4108,0.1507725093233884,0.9463257313982953,0.5484496124031008,0.720448965275342,0.2365231926452152,0.7061756191701511,0.5485491203608419,0.09709824072168383,0.0829848825989064,29.382438082984883,131.92344805403667,260.0997105178514,516.4522354454808
0.69,269,204,1608,4137,0.14331379861481086,0.9530062197650311,0.5687103594080338,0.7201044386422977,0.22893617021276597,0.7085879704084915,0.548160009189921,0.09632001837984205,0.0760694757156642,29.141202959150853,132.58282405918303,261.8848504342232,520.4889031843036
0.7,261,184,1616,4157,0.13905167820990944,0.9576134531214006,0.5865168539325842,0.7200762168716438,0.2248062015503876,0.7105178513991637,0.548332565665655,0.09666513133131005,0.0715664200707623,28.948214860083628,132.90447089096173,262.84979092955933,522.7404310067545
0.71,249,163,1628,4178,0.13265849760255727,0.9624510481455886,0.6043689320388349,0.719600413365484,0.21756225425950196,0.7119652621421679,0.547554772874073,0.0951095457481459,0.06625924734641364,28.80347378578321,133.5316822129302,264.44194274686396,526.2624638147314
0.72,240,133,1637,4208,0.12786361214704314,0.9693618981801428,0.6434316353887399,0.7199315654405475,0.21333333333333335,0.7153425538758443,0.548612755163593,0.09722551032718596,0.059987134126728854,28.465744612415566,133.77291733676424,265.4068832422001,528.6748150530717
0.73,230,110,1647,4231,0.12253596164091636,0.9746602165399677,0.6764705882352942,0.7198026539639333,0.2074875958502481,0.7174332582824059,0.548598089090442,0.09719617818088411,0.054679961402380184,28.256674171759407,134.20714055966548,266.64522354454806,531.5213895143132
0.74,220,86,1657,4255,0.11720831113478956,0.9801888965676111,0.7189542483660131,0.7197225981055481,0.2015574896930829,0.7196847861048569,0.5486986038512003,0.09739720770240057,0.049211965262142165,28.031521389514314,134.6252814409778,267.8674815053072,534.351881633966
0.75,212,66,1665,4275,0.11294619072988812,0.9847961299239807,0.762589928057554,0.7196969696969697,0.19675174013921112,0.7216146670955291,0.5488711603269344,0.09774232065386879,0.04470890961724027,27.83853329044709,134.9469282727565,268.8324220006433,536.6034094564169
0.76,202,45,1675,4296,0.10761854022376133,0.9896337249481686,0.8178137651821862,0.7194774744598895,0.1902071563088512,0.723383724670312,0.5486261325859649,0.09725226517192986,0.03972338372467031,27.6616275329688,135.41331617883563,270.10292698616917,539.4821486008362
0.77,191,34,1686,4307,0.10175812466702185,0.9921677032941718,0.8488888888888889,0.7186717837477057,0.18173168411037108,0.723383724670312,0.5469629139805968,0.09392582796119364,0.03618526857510453,27.6616275329688,136.12093920874878,271.6950788034738,542.8433579929238
0.78,185,21,1692,4320,0.09856153436334576,0.995162404975812,0.8980582524271845,0.718562874251497,0.17762842054728756,0.7245094885815375,0.5468619696695789,0.09372393933915779,0.03312962367320682,27.549051141846252,136.3943390157607,272.45094885815377,544.5641685429398
0.79,179,14,1698,4327,0.09536494405966968,0.9967749366505414,0.927461139896373,0.7181742738589212,0.17294685990338166,0.7246703119974268,0.5460699403551056,0.09213988071021117,0.031038919266645225,27.53296880025732,136.7642328723062,273.30331296236733,546.3814731424895
0.8,173,9,1704,4332,0.09216835375599361,0.9979267449896337,0.9505494505494505,0.7176938369781312,0.1680427391937834,0.7245094885815375,0.5450475493728136,0.09009509874562727,0.029269861691862336,27.549051141846252,137.16629141202958,274.1878417497588,548.2309424252171
0.81,165,8,1712,4333,0.08790623335109217,0.9981571066574522,0.953757225433526,0.7167907361455749,0.16097560975609757,0.723383724670312,0.5430316700042722,0.08606334000854443,0.027822450948858154,27.6616275329688,137.79350273399808,275.45834673528464,550.7880347378579
0.82,160,8,1717,4333,0.08524240809802877,0.9981571066574522,0.9523809523809523,0.716198347107438,0.15647921760391198,0.7225796075908653,0.5416997573777405,0.08339951475548091,0.027018333869411385,27.742039240913478,138.19556127372147,276.2624638147314,552.3962688967514
0.83,151,5,1726,4336,0.08044752264251465,0.9988481916609077,0.967948717948718,0.7152754866380733,0.1485489424495819,0.7216146670955291,0.5396478571517112,0.0792957143034223,0.025088452878739145,27.83853329044709,138.87101962045674,277.6616275329688,555.2428433579929
0.84,143,1,1734,4340,0.0761854022376132,0.9997696383321816,0.9930555555555556,0.7145209087915706,0.14151410192973776,0.7209713734319717,0.5379775202848974,0.07595504056979485,0.023158571888066904,27.90286265680283,139.44998391765841,278.88388549372786,557.7516886458668
0.85,140,0,1737,4341,0.07458710708577518,1.0,1.0,0.7142152023692004,0.13882002974714924,0.720649726600193,0.5372935535428875,0.0745871070857751,0.022515278224509487,27.9350273399807,139.6751366999035,279.350273399807,558.700546799614
0.86,137,0,1740,4341,0.07298881193393714,1.0,1.0,0.7138628515046868,0.13604766633565044,0.7201672563525249,0.5364944059669685,0.07298881193393703,0.02203280797684143,27.98327436474751,139.91637182373753,279.83274364747507,559.6654872949501
0.87,131,0,1746,4341,0.06979222163026105,1.0,1.0,0.7131591917200591,0.13047808764940239,0.7192023158571889,0.5348961108151306,0.06979222163026111,0.02106786748150531,28.07976841428112,140.3988420714056,280.7976841428112,561.5953682856224
0.88,128,0,1749,4341,0.06819392647842301,1.0,1.0,0.712807881773399,0.12768079800498752,0.7187198456095207,0.5340969632392115,0.06819392647842304,0.020585397233837247,28.128015439047925,140.64007719523963,281.28015439047925,562.5603087809585
0.89,122,0,1755,4341,0.06499733617474694,1.0,1.0,0.7121062992125984,0.12206103051525763,0.7177549051141846,0.5324986680873735,0.0649973361747469,0.019620456738501126,28.22450948858154,141.1225474429077,282.2450948858154,564.4901897716308
0.9,112,0,1765,4341,0.05966968566862014,1.0,1.0,0.7109400589584016,0.1126194067370538,0.716146670955291,0.52983484283431,0.059669685668620076,0.018012222579607592,28.38533290447089,141.92666452235446,283.8533290447089,567.7066580894178
0.91,103,0,1774,4341,0.05487480021310602,1.0,1.0,0.7098937040065413,0.10404040404040404,0.7146992602122869,0.527437400106553,0.05487480021310609,0.01656481183660341,28.53007397877131,142.65036989385655,285.3007397877131,570.6014795754262
0.92,93,0,1784,4341,0.049547149706979224,1.0,1.0,0.7087346938775511,0.09441624365482233,0.7130910260533934,0.5247735748534896,0.049547149706979265,0.014956577677709875,28.690897394660663,143.45448697330332,286.90897394660664,573.8179478932133
0.93,81,0,1796,4341,0.043153969099627064,1.0,1.0,0.7073488675248493,0.08273748723186926,0.7111611450627211,0.5215769845498135,0.04315396909962699,0.013026696687037632,28.883885493727888,144.41942746863944,288.8388549372789,577.6777098745578
0.94,70,0,1807,4341,0.03729355354288759,1.0,1.0,0.7060832791151594,0.07190549563430919,0.7093920874879382,0.5186467767714438,0.03729355354288755,0.011257639112254744,29.060791251206176,145.3039562560309,290.6079125120618,581.2158250241235
0.95,54,0,1823,4341,0.02876931273308471,1.0,1.0,0.70425048669695,0.055929570170895906,0.7068189128337086,0.5143846563665424,0.028769312733084806,0.008684464458025088,29.31810871662914,146.59054358314572,293.18108716629143,586.3621743325829
0.96,33,0,1844,4341,0.017581246670218435,1.0,1.0,0.7018593371059014,0.03455497382198953,0.7034416211000322,0.5087906233351093,0.017581246670218542,0.005307172724348665,29.655837889996782,148.27918944998393,296.55837889996786,593.1167577999357
0.97,19,0,1858,4341,0.010122535961640916,1.0,1.0,0.7002742377802872,0.020042194092827006,0.7011900932775812,0.5050612679808204,0.01012253596164081,0.0030556449018977164,29.88099067224188,149.40495336120938,298.80990672241876,597.6198134448375
0.98,3,0,1874,4341,0.0015982951518380393,1.0,1.0,0.6984714400643605,0.0031914893617021275,0.6986169186233515,0.500799147575919,0.0015982951518380695,0.00048247024766806047,30.138308137664843,150.6915406883242,301.3830813766484,602.7661627532968
0.99,0,0,1877,4341,0.0,1.0,,0.6981344483756835,0.0,0.6981344483756835,0.5,0.0,0.0,30.18655516243165,150.93277581215824,301.8655516243165,603.731103248633
